,workers,accuracy,simulation
5168,76,0.21,64
5169,77,0.21,64
5170,78,0.23,64
5171,79,0.34,64
5172,80,0.28,64
5173,81,0.29,64
5174,82,0.25,64
5175,83,0.28,64
5176,84,0.3,64
5177,85,0.18,64
5178,86,0.29,64
5179,87,0.28,64
5180,88,0.28,64
5181,89,0.18,64
5182,90,0.19,64
5183,91,0.35,64
5184,92,0.3,64
5185,93,0.27,64
5186,94,0.35,64
5187,95,0.26,64
5188,96,0.23,64
5189,97,0.27,64
5190,98,0.42,64
5191,99,0.25,64
5192,19,0.36,65
5193,20,0.25,65
5194,21,0.3,65
5195,22,0.26,65
5196,23,0.29,65
5197,24,0.14,65
5198,25,0.25,65
5199,26,0.24,65
5200,27,0.33,65
5201,28,0.21,65
5202,29,0.31,65
5203,30,0.26,65
5204,31,0.26,65
5205,32,0.29,65
5206,33,0.25,65
5207,34,0.33,65
5208,35,0.26,65
5209,36,0.2,65
5210,37,0.24,65
5211,38,0.26,65
5212,39,0.17,65
5213,40,0.31,65
5214,41,0.19,65
5215,42,0.24,65
5216,43,0.33,65
5217,44,0.34,65
5218,45,0.19,65
5219,46,0.29,65
5220,47,0.25,65
5221,48,0.25,65
5222,49,0.27,65
5223,50,0.28,65
5224,51,0.33,65
5225,52,0.34,65
5226,53,0.37,65
5227,54,0.3,65
5228,55,0.33,65
5229,56,0.29,65
5230,57,0.32,65
5231,58,0.29,65
5232,59,0.31,65
5233,60,0.2,65
5234,61,0.19,65
5235,62,0.26,65
5236,63,0.23,65
5237,64,0.24,65
5238,65,0.23,65
5239,66,0.31,65
5240,67,0.2,65
5241,68,0.3,65
5242,69,0.18,65
5243,70,0.23,65
5244,71,0.24,65
5245,72,0.34,65
5246,73,0.29,65
5247,74,0.25,65
5248,75,0.3,65
5249,76,0.29,65
5250,77,0.28,65
5251,78,0.28,65
5252,79,0.25,65
5253,80,0.26,65
5254,81,0.2,65
5255,82,0.24,65
5256,83,0.2,65
5257,84,0.27,65
5258,85,0.23,65
5259,86,0.3,65
5260,87,0.3,65
5261,88,0.31,65
5262,89,0.32,65
5263,90,0.24,65
5264,91,0.17,65
5265,92,0.27,65
5266,93,0.25,65
5267,94,0.27,65
5268,95,0.31,65
5269,96,0.17,65
5270,97,0.41,65
5271,98,0.3,65
5272,99,0.33,65
5273,17,0.16,66
5274,19,0.3,66
5275,20,0.15,66
5276,21,0.34,66
5277,22,0.27,66
5278,23,0.27,66
5279,25,0.25,66
5280,26,0.22,66
5281,27,0.23,66
5282,28,0.31,66
5283,29,0.17,66
5284,30,0.2,66
5285,31,0.14,66
5286,32,0.23,66
5287,33,0.32,66
5288,34,0.22,66
5289,35,0.25,66
5290,36,0.3,66
5291,37,0.25,66
5292,38,0.22,66
5293,39,0.3,66
5294,40,0.25,66
5295,41,0.19,66
5296,42,0.25,66
5297,43,0.27,66
5298,44,0.21,66
5299,45,0.31,66
5300,46,0.34,66
5301,47,0.3,66
5302,48,0.32,66
5303,49,0.26,66
5304,50,0.22,66
5305,51,0.27,66
5306,52,0.18,66
5307,53,0.18,66
5308,54,0.27,66
5309,55,0.21,66
5310,56,0.23,66
5311,57,0.3,66
5312,58,0.26,66
5313,59,0.24,66
5314,60,0.27,66
5315,61,0.19,66
5316,62,0.3,66
5317,63,0.26,66
5318,64,0.24,66
5319,65,0.19,66
5320,66,0.25,66
5321,67,0.25,66
5322,68,0.3,66
5323,69,0.37,66
5324,70,0.18,66
5325,71,0.28,66
5326,72,0.36,66
5327,73,0.3,66
5328,74,0.3,66
5329,75,0.33,66
5330,76,0.35,66
5331,77,0.26,66
5332,78,0.26,66
5333,79,0.28,66
5334,80,0.27,66
5335,81,0.29,66
5336,82,0.23,66
5337,83,0.29,66
5338,84,0.3,66
5339,85,0.25,66
5340,86,0.33,66
5341,87,0.26,66
5342,88,0.18,66
5343,89,0.33,66
5344,90,0.25,66
5345,91,0.33,66
5346,92,0.14,66
5347,93,0.31,66
5348,94,0.21,66
5349,95,0.3,66
5350,96,0.17,66
5351,97,0.32,66
5352,98,0.19,66
5353,99,0.35,66
5354,20,0.35,67
5355,22,0.27,67
5356,23,0.26,67
5357,24,0.31,67
5358,25,0.34,67
5359,26,0.21,67
5360,27,0.31,67
5361,28,0.29,67
5362,29,0.29,67
5363,30,0.22,67
5364,31,0.2,67
5365,32,0.34,67
5366,33,0.27,67
5367,35,0.3,67
5368,36,0.26,67
5369,37,0.26,67
5370,38,0.26,67
5371,39,0.27,67
5372,40,0.17,67
5373,41,0.29,67
5374,42,0.34,67
5375,43,0.3,67
5376,44,0.18,67
5377,45,0.36,67
5378,46,0.28,67
5379,47,0.17,67
5380,48,0.23,67
5381,49,0.23,67
5382,50,0.28,67
5383,51,0.23,67
5384,52,0.23,67
5385,53,0.4,67
5386,54,0.33,67
5387,55,0.28,67
5388,56,0.23,67
5389,57,0.2,67
5390,58,0.25,67
5391,59,0.34,67
5392,60,0.3,67
5393,61,0.19,67
5394,62,0.25,67
5395,63,0.3,67
5396,64,0.22,67
5397,65,0.28,67
5398,66,0.28,67
5399,67,0.21,67
5400,68,0.27,67
5401,69,0.24,67
5402,70,0.25,67
5403,71,0.29,67
5404,72,0.21,67
5405,73,0.29,67
5406,74,0.33,67
5407,75,0.32,67
5408,76,0.33,67
5409,77,0.19,67
5410,78,0.35,67
5411,79,0.28,67
5412,80,0.17,67
5413,81,0.35,67
5414,82,0.23,67
5415,83,0.36,67
5416,84,0.36,67
5417,85,0.28,67
5418,86,0.25,67
5419,87,0.19,67
5420,88,0.36,67
5421,89,0.25,67
5422,90,0.32,67
5423,91,0.3,67
5424,92,0.32,67
5425,93,0.4,67
5426,94,0.2,67
5427,95,0.32,67
5428,96,0.28,67
5429,97,0.19,67
5430,98,0.25,67
5431,99,0.35,67
5432,19,0.32,68
5433,20,0.27,68
5434,22,0.17,68
5435,23,0.24,68
5436,24,0.26,68
5437,25,0.22,68
5438,26,0.28,68
5439,27,0.25,68
5440,28,0.28,68
5441,29,0.26,68
5442,30,0.33,68
5443,31,0.21,68
5444,32,0.34,68
5445,33,0.27,68
5446,34,0.21,68
5447,35,0.26,68
5448,36,0.19,68
5449,37,0.23,68
5450,38,0.3,68
5451,39,0.32,68
5452,40,0.21,68
5453,41,0.27,68
5454,42,0.27,68
5455,43,0.27,68
5456,44,0.25,68
5457,45,0.33,68
5458,46,0.23,68
5459,47,0.23,68
5460,48,0.25,68
5461,49,0.31,68
5462,50,0.25,68
5463,51,0.22,68
5464,52,0.28,68
5465,53,0.17,68
5466,54,0.26,68
5467,55,0.23,68
5468,56,0.23,68
5469,57,0.29,68
5470,58,0.21,68
5471,59,0.28,68
5472,60,0.24,68
5473,61,0.24,68
5474,62,0.26,68
5475,63,0.26,68
5476,64,0.3,68
5477,65,0.18,68
5478,66,0.25,68
5479,67,0.34,68
5480,68,0.31,68
5481,69,0.29,68
5482,70,0.25,68
5483,71,0.27,68
5484,72,0.3,68
5485,73,0.29,68
5486,74,0.28,68
5487,75,0.32,68
5488,76,0.15,68
5489,77,0.28,68
5490,78,0.31,68
5491,79,0.22,68
5492,80,0.24,68
5493,81,0.3,68
5494,82,0.32,68
5495,83,0.32,68
5496,84,0.35,68
5497,85,0.27,68
5498,86,0.19,68
5499,87,0.29,68
5500,88,0.34,68
5501,89,0.26,68
5502,90,0.38,68
5503,91,0.24,68
5504,92,0.27,68
5505,93,0.37,68
5506,94,0.21,68
5507,95,0.33,68
5508,96,0.27,68
5509,97,0.19,68
5510,98,0.32,68
5511,99,0.25,68
5512,18,0.22,69
5513,20,0.34,69
5514,21,0.29,69
5515,23,0.28,69
5516,24,0.28,69
5517,25,0.21,69
5518,26,0.2,69
5519,27,0.37,69
5520,28,0.31,69
5521,29,0.33,69
5522,30,0.3,69
5523,31,0.21,69
5524,32,0.33,69
5525,33,0.29,69
5526,34,0.24,69
5527,35,0.2,69
5528,36,0.3,69
5529,37,0.3,69
5530,38,0.35,69
5531,39,0.21,69
5532,40,0.28,69
5533,41,0.22,69
5534,42,0.19,69
5535,43,0.22,69
5536,44,0.23,69
5537,45,0.29,69
5538,46,0.3,69
5539,47,0.3,69
5540,48,0.17,69
5541,49,0.2,69
5542,50,0.28,69
5543,51,0.28,69
5544,52,0.24,69
5545,53,0.28,69
5546,54,0.29,69
5547,55,0.32,69
5548,56,0.3,69
5549,57,0.17,69
5550,58,0.26,69
5551,59,0.27,69
5552,60,0.27,69
5553,61,0.31,69
5554,62,0.17,69
5555,63,0.26,69
5556,64,0.27,69
5557,65,0.26,69
5558,66,0.26,69
5559,67,0.3,69
5560,68,0.25,69
5561,69,0.27,69
5562,70,0.21,69
5563,71,0.33,69
5564,72,0.33,69
5565,73,0.16,69
5566,74,0.28,69
5567,75,0.23,69
5568,76,0.27,69
5569,77,0.24,69
5570,78,0.29,69
5571,79,0.22,69
5572,80,0.33,69
5573,81,0.26,69
5574,82,0.23,69
5575,83,0.24,69
5576,84,0.26,69
5577,85,0.21,69
5578,86,0.19,69
5579,87,0.26,69
5580,88,0.2,69
5581,89,0.28,69
5582,90,0.29,69
5583,91,0.26,69
5584,92,0.25,69
5585,93,0.31,69
5586,94,0.31,69
5587,95,0.2,69
5588,96,0.22,69
5589,97,0.28,69
5590,98,0.3,69
5591,99,0.17,69
5592,18,0.28,70
5593,19,0.31,70
5594,21,0.28,70
5595,23,0.27,70
5596,24,0.17,70
5597,25,0.28,70
5598,26,0.27,70
5599,27,0.24,70
5600,28,0.25,70
5601,29,0.25,70
5602,30,0.26,70
5603,31,0.29,70
5604,32,0.36,70
5605,33,0.2,70
5606,34,0.33,70
5607,35,0.28,70
5608,36,0.31,70
5609,37,0.31,70
5610,38,0.2,70
5611,39,0.32,70
5612,40,0.24,70
5613,41,0.3,70
5614,42,0.26,70
5615,43,0.32,70
5616,44,0.25,70
5617,45,0.19,70
5618,46,0.3,70
5619,47,0.34,70
5620,48,0.32,70
5621,49,0.3,70
5622,50,0.3,70
5623,51,0.21,70
5624,52,0.25,70
5625,53,0.28,70
5626,54,0.23,70
5627,55,0.25,70
5628,56,0.28,70
5629,57,0.29,70
5630,58,0.29,70
5631,59,0.26,70
5632,60,0.24,70
5633,61,0.3,70
5634,62,0.19,70
5635,63,0.31,70
5636,64,0.28,70
5637,65,0.28,70
5638,66,0.22,70
5639,67,0.28,70
5640,68,0.32,70
5641,69,0.33,70
5642,70,0.32,70
5643,71,0.28,70
5644,72,0.26,70
5645,73,0.31,70
5646,74,0.24,70
5647,75,0.24,70
5648,76,0.26,70
5649,77,0.2,70
5650,78,0.29,70
5651,79,0.31,70
5652,80,0.24,70
5653,81,0.3,70
5654,82,0.2,70
5655,83,0.32,70
5656,84,0.34,70
5657,85,0.3,70
5658,86,0.34,70
5659,87,0.31,70
5660,88,0.28,70
5661,89,0.28,70
5662,90,0.31,70
5663,91,0.2,70
5664,92,0.22,70
5665,93,0.21,70
5666,94,0.32,70
5667,95,0.34,70
5668,96,0.22,70
5669,97,0.31,70
5670,98,0.3,70
5671,99,0.18,70
5672,19,0.31,71
5673,21,0.24,71
5674,22,0.25,71
5675,23,0.34,71
5676,24,0.33,71
5677,25,0.26,71
5678,26,0.22,71
5679,27,0.31,71
5680,28,0.27,71
5681,29,0.28,71
5682,30,0.29,71
5683,31,0.18,71
5684,32,0.24,71
5685,33,0.27,71
5686,34,0.27,71
5687,35,0.28,71
5688,36,0.24,71
5689,37,0.39,71
5690,38,0.25,71
5691,39,0.24,71
5692,40,0.29,71
5693,41,0.25,71
5694,42,0.28,71
5695,43,0.17,71
5696,44,0.26,71
5697,45,0.3,71
5698,46,0.26,71
5699,47,0.28,71
5700,48,0.18,71
5701,49,0.26,71
5702,50,0.34,71
5703,51,0.31,71
5704,52,0.33,71
5705,53,0.27,71
5706,54,0.29,71
5707,55,0.19,71
5708,56,0.2,71
5709,57,0.31,71
5710,58,0.32,71
5711,59,0.26,71
5712,60,0.3,71
5713,61,0.29,71
5714,62,0.27,71
5715,63,0.27,71
5716,64,0.25,71
5717,65,0.22,71
5718,66,0.26,71
5719,67,0.21,71
5720,68,0.25,71
5721,69,0.17,71
5722,70,0.24,71
5723,71,0.22,71
5724,72,0.3,71
5725,73,0.26,71
5726,74,0.33,71
5727,75,0.25,71
5728,76,0.32,71
5729,77,0.27,71
5730,78,0.24,71
5731,79,0.19,71
5732,80,0.24,71
5733,81,0.21,71
5734,82,0.32,71
5735,83,0.19,71
5736,84,0.35,71
5737,85,0.32,71
5738,86,0.3,71
5739,87,0.21,71
5740,88,0.29,71
5741,89,0.32,71
5742,90,0.31,71
5743,91,0.29,71
5744,92,0.18,71
5745,93,0.34,71
5746,94,0.36,71
5747,95,0.27,71
5748,96,0.27,71
5749,97,0.22,71
5750,98,0.27,71
5751,99,0.31,71
5752,15,0.27,72
5753,17,0.31,72
5754,18,0.34,72
5755,19,0.31,72
5756,22,0.29,72
5757,24,0.33,72
5758,25,0.34,72
5759,26,0.14,72
5760,27,0.23,72
5761,28,0.36,72
5762,29,0.16,72
5763,30,0.28,72
5764,31,0.28,72
5765,32,0.34,72
5766,33,0.25,72
5767,34,0.22,72
5768,35,0.24,72
5769,36,0.15,72
5770,37,0.33,72
5771,38,0.24,72
5772,39,0.27,72
5773,40,0.3,72
5774,41,0.28,72
5775,42,0.17,72
5776,43,0.23,72
5777,44,0.28,72
5778,45,0.27,72
5779,46,0.21,72
5780,47,0.27,72
5781,48,0.19,72
5782,49,0.19,72
5783,50,0.32,72
5784,51,0.32,72
5785,52,0.23,72
5786,53,0.27,72
5787,54,0.18,72
5788,55,0.36,72
5789,56,0.18,72
5790,57,0.24,72
5791,58,0.29,72
5792,59,0.25,72
5793,60,0.23,72
5794,61,0.24,72
5795,62,0.27,72
5796,63,0.16,72
5797,64,0.33,72
5798,65,0.37,72
5799,66,0.24,72
5800,67,0.21,72
5801,68,0.31,72
5802,69,0.3,72
5803,70,0.25,72
5804,71,0.28,72
5805,72,0.35,72
5806,73,0.25,72
5807,74,0.26,72
5808,75,0.2,72
5809,76,0.26,72
5810,77,0.27,72
5811,78,0.25,72
5812,79,0.3,72
5813,80,0.18,72
5814,81,0.26,72
5815,82,0.27,72
5816,83,0.29,72
5817,84,0.25,72
5818,85,0.23,72
5819,86,0.19,72
5820,87,0.22,72
5821,88,0.32,72
5822,89,0.29,72
5823,90,0.29,72
5824,91,0.17,72
5825,92,0.28,72
5826,93,0.28,72
5827,94,0.33,72
5828,95,0.32,72
5829,96,0.27,72
5830,97,0.23,72
5831,98,0.33,72
5832,99,0.22,72
5833,13,0.33,73
5834,20,0.3,73
5835,23,0.25,73
5836,24,0.26,73
5837,25,0.26,73
5838,26,0.24,73
5839,27,0.19,73
5840,28,0.19,73
5841,29,0.24,73
5842,30,0.3,73
5843,31,0.32,73
5844,32,0.18,73
5845,33,0.28,73
5846,34,0.21,73
5847,35,0.24,73
5848,36,0.3,73
5849,37,0.35,73
5850,38,0.31,73
5851,39,0.2,73
5852,40,0.24,73
5853,41,0.38,73
5854,42,0.31,73
5855,43,0.29,73
5856,44,0.19,73
5857,45,0.27,73
5858,46,0.38,73
5859,47,0.26,73
5860,48,0.29,73
5861,49,0.28,73
5862,50,0.32,73
5863,51,0.29,73
5864,52,0.29,73
5865,53,0.24,73
5866,54,0.23,73
5867,55,0.33,73
5868,56,0.2,73
5869,57,0.22,73
5870,58,0.29,73
5871,59,0.2,73
5872,60,0.18,73
5873,61,0.28,73
5874,62,0.27,73
5875,63,0.25,73
5876,64,0.26,73
5877,65,0.24,73
5878,66,0.21,73
5879,67,0.36,73
5880,68,0.27,73
5881,69,0.28,73
5882,70,0.3,73
5883,71,0.25,73
5884,72,0.25,73
5885,73,0.25,73
5886,74,0.23,73
5887,75,0.31,73
5888,76,0.18,73
5889,77,0.25,73
5890,78,0.21,73
5891,79,0.23,73
5892,80,0.27,73
5893,81,0.28,73
5894,82,0.21,73
5895,83,0.21,73
5896,84,0.28,73
5897,85,0.32,73
5898,86,0.25,73
5899,87,0.38,73
5900,88,0.23,73
5901,89,0.23,73
5902,90,0.3,73
5903,91,0.32,73
5904,92,0.18,73
5905,93,0.25,73
5906,94,0.3,73
5907,95,0.27,73
5908,96,0.29,73
5909,97,0.31,73
5910,98,0.31,73
5911,99,0.28,73
5912,19,0.28,74
5913,21,0.23,74
5914,23,0.18,74
5915,24,0.27,74
5916,26,0.23,74
5917,27,0.26,74
5918,28,0.33,74
5919,29,0.23,74
5920,30,0.27,74
5921,31,0.22,74
5922,32,0.21,74
5923,33,0.33,74
5924,34,0.22,74
5925,35,0.31,74
5926,36,0.29,74
5927,37,0.28,74
5928,38,0.25,74
5929,39,0.26,74
5930,40,0.33,74
5931,41,0.26,74
5932,42,0.23,74
5933,43,0.28,74
5934,44,0.23,74
5935,45,0.22,74
5936,46,0.29,74
5937,47,0.24,74
5938,48,0.35,74
5939,49,0.26,74
5940,50,0.27,74
5941,51,0.17,74
5942,52,0.29,74
5943,53,0.29,74
5944,54,0.27,74
5945,55,0.25,74
5946,56,0.25,74
5947,57,0.27,74
5948,58,0.29,74
5949,59,0.3,74
5950,60,0.23,74
5951,61,0.23,74
5952,62,0.29,74
5953,63,0.3,74
5954,64,0.26,74
5955,65,0.34,74
5956,66,0.23,74
5957,67,0.23,74
5958,68,0.25,74
5959,69,0.28,74
5960,70,0.38,74
5961,71,0.22,74
5962,72,0.3,74
5963,73,0.3,74
5964,74,0.32,74
5965,75,0.27,74
5966,76,0.29,74
5967,77,0.25,74
5968,78,0.35,74
5969,79,0.26,74
5970,80,0.34,74
5971,81,0.27,74
5972,82,0.28,74
5973,83,0.26,74
5974,84,0.33,74
5975,85,0.29,74
5976,86,0.23,74
5977,87,0.3,74
5978,88,0.16,74
5979,89,0.26,74
5980,90,0.31,74
5981,91,0.32,74
5982,92,0.26,74
5983,93,0.17,74
5984,94,0.29,74
5985,95,0.22,74
5986,96,0.26,74
5987,97,0.4,74
5988,98,0.28,74
5989,99,0.32,74
5990,21,0.35,75
5991,22,0.3,75
5992,23,0.29,75
5993,24,0.26,75
5994,25,0.23,75
5995,26,0.25,75
5996,27,0.25,75
5997,28,0.3,75
5998,29,0.22,75
5999,30,0.3,75
6000,31,0.23,75
6001,32,0.25,75
6002,33,0.23,75
6003,34,0.23,75
6004,35,0.25,75
6005,36,0.39,75
6006,37,0.26,75
6007,38,0.28,75
6008,39,0.3,75
6009,40,0.31,75
6010,41,0.2,75
6011,42,0.29,75
6012,43,0.24,75
6013,44,0.24,75
6014,45,0.27,75
6015,46,0.23,75
6016,47,0.23,75
6017,48,0.32,75
6018,49,0.28,75
6019,50,0.29,75
6020,51,0.26,75
6021,52,0.24,75
6022,53,0.16,75
6023,54,0.32,75
6024,55,0.22,75
6025,56,0.28,75
6026,57,0.29,75
6027,58,0.26,75
6028,59,0.33,75
6029,60,0.21,75
6030,61,0.26,75
6031,62,0.3,75
6032,63,0.35,75
6033,64,0.23,75
6034,65,0.21,75
6035,66,0.27,75
6036,67,0.17,75
6037,68,0.34,75
6038,69,0.35,75
6039,70,0.27,75
6040,71,0.2,75
6041,72,0.31,75
6042,73,0.24,75
6043,75,0.28,75
6044,76,0.32,75
6045,77,0.19,75
6046,78,0.26,75
6047,79,0.26,75
6048,80,0.34,75
6049,81,0.16,75
6050,82,0.3,75
6051,83,0.2,75
6052,84,0.28,75
6053,85,0.19,75
6054,86,0.2,75
6055,87,0.26,75
6056,88,0.2,75
6057,89,0.35,75
6058,90,0.42,75
6059,91,0.28,75
6060,92,0.34,75
6061,93,0.22,75
6062,94,0.23,75
6063,95,0.32,75
6064,96,0.29,75
6065,97,0.32,75
6066,98,0.28,75
6067,99,0.31,75
6068,17,0.25,76
6069,20,0.24,76
6070,22,0.28,76
6071,23,0.24,76
6072,24,0.33,76
6073,25,0.22,76
6074,26,0.26,76
6075,27,0.19,76
6076,28,0.22,76
6077,29,0.35,76
6078,30,0.21,76
6079,31,0.29,76
6080,32,0.26,76
6081,33,0.14,76
6082,34,0.31,76
6083,35,0.34,76
6084,36,0.23,76
6085,37,0.27,76
6086,38,0.28,76
6087,39,0.25,76
6088,40,0.25,76
6089,41,0.25,76
6090,42,0.18,76
6091,43,0.26,76
6092,44,0.28,76
6093,45,0.25,76
6094,46,0.22,76
6095,47,0.29,76
6096,48,0.21,76
6097,49,0.28,76
6098,50,0.28,76
6099,51,0.25,76
6100,52,0.42,76
6101,53,0.35,76
6102,54,0.2,76
6103,55,0.23,76
6104,56,0.2,76
6105,57,0.3,76
6106,58,0.28,76
6107,59,0.33,76
6108,60,0.18,76
6109,61,0.26,76
6110,62,0.29,76
6111,63,0.29,76
6112,64,0.3,76
6113,65,0.28,76
6114,66,0.3,76
6115,67,0.24,76
6116,68,0.22,76
6117,69,0.24,76
6118,70,0.3,76
6119,71,0.31,76
6120,72,0.31,76
6121,73,0.26,76
6122,74,0.29,76
6123,75,0.22,76
6124,76,0.34,76
6125,77,0.22,76
6126,78,0.31,76
6127,79,0.23,76
6128,80,0.29,76
6129,81,0.18,76
6130,82,0.22,76
6131,83,0.27,76
6132,84,0.32,76
6133,85,0.34,76
6134,86,0.27,76
6135,87,0.24,76
6136,88,0.28,76
6137,89,0.34,76
6138,90,0.3,76
6139,91,0.34,76
6140,92,0.24,76
6141,93,0.34,76
6142,94,0.22,76
6143,95,0.25,76
6144,96,0.16,76
6145,97,0.24,76
6146,98,0.24,76
6147,99,0.24,76
6148,17,0.24,77
6149,18,0.31,77
6150,19,0.22,77
6151,21,0.28,77
6152,23,0.31,77
6153,24,0.31,77
6154,25,0.25,77
6155,26,0.29,77
6156,27,0.18,77
6157,28,0.3,77
6158,30,0.28,77
6159,31,0.25,77
6160,32,0.23,77
6161,33,0.35,77
6162,34,0.3,77
6163,35,0.25,77
6164,36,0.36,77
6165,37,0.26,77
6166,38,0.21,77
6167,39,0.31,77
6168,40,0.31,77
6169,41,0.34,77
6170,42,0.19,77
6171,43,0.26,77
6172,44,0.26,77
6173,45,0.22,77
6174,46,0.27,77
6175,47,0.27,77
6176,48,0.2,77
6177,49,0.29,77
6178,50,0.34,77
6179,51,0.27,77
6180,52,0.34,77
6181,53,0.2,77
6182,54,0.28,77
6183,55,0.31,77
6184,56,0.37,77
6185,57,0.31,77
6186,58,0.29,77
6187,59,0.19,77
6188,60,0.17,77
6189,61,0.26,77
6190,62,0.25,77
6191,63,0.22,77
6192,64,0.31,77
6193,65,0.21,77
6194,66,0.14,77
6195,67,0.32,77
6196,68,0.27,77
6197,69,0.25,77
6198,70,0.35,77
6199,71,0.27,77
6200,72,0.2,77
6201,73,0.29,77
6202,74,0.27,77
6203,75,0.22,77
6204,76,0.22,77
6205,77,0.21,77
6206,78,0.23,77
6207,79,0.2,77
6208,80,0.27,77
6209,81,0.31,77
6210,82,0.24,77
6211,83,0.32,77
6212,84,0.28,77
6213,85,0.3,77
6214,86,0.22,77
6215,87,0.23,77
6216,88,0.27,77
6217,89,0.34,77
6218,90,0.27,77
6219,91,0.17,77
6220,92,0.24,77
6221,93,0.25,77
6222,94,0.15,77
6223,95,0.27,77
6224,96,0.26,77
6225,97,0.28,77
6226,98,0.31,77
6227,99,0.23,77
6228,19,0.19,78
6229,20,0.29,78
6230,21,0.27,78
6231,22,0.26,78
6232,23,0.24,78
6233,25,0.25,78
6234,26,0.19,78
6235,27,0.13,78
6236,28,0.25,78
6237,29,0.23,78
6238,30,0.28,78
6239,31,0.3,78
6240,32,0.28,78
6241,33,0.24,78
6242,34,0.26,78
6243,35,0.3,78
6244,36,0.22,78
6245,37,0.27,78
6246,38,0.28,78
6247,39,0.24,78
6248,40,0.23,78
6249,41,0.35,78
6250,42,0.26,78
6251,43,0.27,78
6252,44,0.23,78
6253,45,0.16,78
6254,46,0.3,78
6255,47,0.29,78
6256,48,0.23,78
6257,49,0.36,78
6258,50,0.31,78
6259,51,0.31,78
6260,52,0.27,78
6261,53,0.24,78
6262,54,0.28,78
6263,55,0.33,78
6264,56,0.33,78
6265,57,0.27,78
6266,58,0.23,78
6267,59,0.29,78
6268,60,0.24,78
6269,61,0.28,78
6270,62,0.24,78
6271,63,0.3,78
6272,64,0.16,78
6273,65,0.22,78
6274,66,0.3,78
6275,67,0.28,78
6276,68,0.26,78
6277,69,0.2,78
6278,70,0.3,78
6279,71,0.32,78
6280,72,0.23,78
6281,73,0.3,78
6282,74,0.33,78
6283,75,0.25,78
6284,76,0.17,78
6285,77,0.3,78
6286,78,0.33,78
6287,79,0.33,78
6288,80,0.22,78
6289,81,0.29,78
6290,82,0.17,78
6291,83,0.26,78
6292,84,0.34,78
6293,85,0.29,78
6294,86,0.29,78
6295,87,0.25,78
6296,88,0.24,78
6297,89,0.21,78
6298,90,0.26,78
6299,91,0.33,78
6300,92,0.19,78
6301,93,0.29,78
6302,94,0.25,78
6303,95,0.18,78
6304,96,0.3,78
6305,97,0.24,78
6306,98,0.21,78
6307,99,0.28,78
6308,19,0.29,79
6309,21,0.25,79
6310,22,0.31,79
6311,24,0.3,79
6312,25,0.34,79
6313,26,0.28,79
6314,28,0.19,79
6315,29,0.31,79
6316,30,0.29,79
6317,31,0.34,79
6318,32,0.3,79
6319,33,0.33,79
6320,34,0.16,79
6321,35,0.29,79
6322,36,0.35,79
6323,37,0.32,79
6324,38,0.31,79
6325,39,0.28,79
6326,40,0.28,79
6327,41,0.28,79
6328,42,0.28,79
6329,43,0.21,79
6330,44,0.15,79
6331,45,0.26,79
6332,46,0.29,79
6333,47,0.23,79
6334,48,0.31,79
6335,49,0.29,79
6336,50,0.27,79
6337,51,0.33,79
6338,52,0.21,79
6339,53,0.27,79
6340,54,0.29,79
6341,55,0.34,79
6342,56,0.34,79
6343,57,0.28,79
6344,58,0.28,79
6345,59,0.25,79
6346,60,0.23,79
6347,61,0.22,79
6348,62,0.26,79
6349,63,0.22,79
6350,64,0.26,79
6351,65,0.23,79
6352,66,0.27,79
6353,67,0.33,79
6354,68,0.24,79
6355,69,0.2,79
6356,70,0.29,79
6357,71,0.32,79
6358,72,0.34,79
6359,73,0.3,79
6360,74,0.22,79
6361,75,0.21,79
6362,76,0.34,79
6363,77,0.28,79
6364,78,0.32,79
6365,79,0.32,79
6366,80,0.31,79
6367,81,0.25,79
6368,82,0.19,79
6369,83,0.34,79
6370,84,0.17,79
6371,85,0.22,79
6372,86,0.15,79
6373,87,0.24,79
6374,88,0.2,79
6375,89,0.36,79
6376,90,0.25,79
6377,91,0.23,79
6378,92,0.27,79
6379,93,0.27,79
6380,94,0.28,79
6381,95,0.23,79
6382,96,0.34,79
6383,97,0.32,79
6384,98,0.26,79
6385,99,0.31,79
6386,19,0.29,80
6387,20,0.23,80
6388,21,0.28,80
6389,22,0.19,80
6390,23,0.28,80
6391,24,0.25,80
6392,25,0.25,80
6393,26,0.25,80
6394,27,0.2,80
6395,28,0.32,80
6396,29,0.26,80
6397,30,0.23,80
6398,31,0.3,80
6399,32,0.31,80
6400,33,0.27,80
6401,34,0.25,80
6402,35,0.28,80
6403,36,0.32,80
6404,37,0.27,80
6405,38,0.24,80
6406,39,0.28,80
6407,40,0.25,80
6408,41,0.33,80
6409,42,0.31,80
6410,43,0.18,80
6411,44,0.27,80
6412,45,0.26,80
6413,46,0.26,80
6414,47,0.14,80
6415,48,0.26,80
6416,49,0.28,80
6417,50,0.26,80
6418,51,0.32,80
6419,52,0.32,80
6420,53,0.27,80
6421,54,0.37,80
6422,55,0.24,80
6423,56,0.32,80
6424,57,0.3,80
6425,58,0.26,80
6426,59,0.33,80
6427,60,0.28,80
6428,61,0.34,80
6429,62,0.39,80
6430,63,0.3,80
6431,64,0.22,80
6432,65,0.32,80
6433,66,0.37,80
6434,67,0.2,80
6435,68,0.32,80
6436,69,0.34,80
6437,70,0.2,80
6438,71,0.16,80
