,workers,accuracy,simulation
2626,19,0.33,33
2627,22,0.31,33
2628,23,0.26,33
2629,24,0.27,33
2630,25,0.18,33
2631,26,0.27,33
2632,27,0.27,33
2633,28,0.24,33
2634,29,0.22,33
2635,30,0.28,33
2636,31,0.09,33
2637,32,0.17,33
2638,33,0.27,33
2639,34,0.15,33
2640,35,0.23,33
2641,36,0.33,33
2642,37,0.28,33
2643,38,0.31,33
2644,39,0.33,33
2645,40,0.28,33
2646,41,0.35,33
2647,42,0.21,33
2648,43,0.24,33
2649,44,0.18,33
2650,45,0.34,33
2651,46,0.32,33
2652,47,0.18,33
2653,48,0.32,33
2654,49,0.26,33
2655,50,0.17,33
2656,51,0.27,33
2657,52,0.33,33
2658,53,0.32,33
2659,54,0.33,33
2660,55,0.23,33
2661,56,0.31,33
2662,57,0.27,33
2663,58,0.26,33
2664,59,0.36,33
2665,60,0.19,33
2666,61,0.31,33
2667,62,0.22,33
2668,63,0.31,33
2669,64,0.14,33
2670,65,0.24,33
2671,66,0.2,33
2672,67,0.22,33
2673,68,0.38,33
2674,69,0.26,33
2675,70,0.29,33
2676,71,0.3,33
2677,72,0.23,33
2678,73,0.34,33
2679,74,0.15,33
2680,75,0.33,33
2681,76,0.26,33
2682,77,0.28,33
2683,78,0.35,33
2684,79,0.29,33
2685,80,0.27,33
2686,81,0.26,33
2687,82,0.3,33
2688,83,0.28,33
2689,84,0.22,33
2690,85,0.28,33
2691,86,0.24,33
2692,87,0.22,33
2693,88,0.27,33
2694,89,0.28,33
2695,90,0.29,33
2696,91,0.26,33
2697,92,0.29,33
2698,93,0.31,33
2699,94,0.27,33
2700,95,0.16,33
2701,96,0.18,33
2702,97,0.28,33
2703,98,0.26,33
2704,99,0.29,33
2705,17,0.23,34
2706,18,0.32,34
2707,20,0.28,34
2708,21,0.29,34
2709,22,0.26,34
2710,23,0.31,34
2711,25,0.27,34
2712,26,0.38,34
2713,27,0.16,34
2714,28,0.21,34
2715,29,0.25,34
2716,30,0.34,34
2717,31,0.31,34
2718,32,0.28,34
2719,33,0.16,34
2720,34,0.3,34
2721,35,0.3,34
2722,36,0.22,34
2723,37,0.29,34
2724,38,0.22,34
2725,39,0.27,34
2726,40,0.3,34
2727,41,0.33,34
2728,42,0.32,34
2729,43,0.24,34
2730,44,0.26,34
2731,45,0.3,34
2732,46,0.28,34
2733,47,0.26,34
2734,48,0.23,34
2735,49,0.33,34
2736,50,0.35,34
2737,51,0.27,34
2738,52,0.31,34
2739,53,0.27,34
2740,54,0.27,34
2741,55,0.31,34
2742,56,0.25,34
2743,57,0.26,34
2744,58,0.3,34
2745,59,0.13,34
2746,60,0.3,34
2747,61,0.29,34
2748,62,0.33,34
2749,63,0.27,34
2750,64,0.16,34
2751,65,0.33,34
2752,66,0.32,34
2753,67,0.25,34
2754,68,0.22,34
2755,69,0.28,34
2756,70,0.23,34
2757,71,0.29,34
2758,72,0.27,34
2759,73,0.26,34
2760,74,0.31,34
2761,75,0.26,34
2762,76,0.26,34
2763,77,0.3,34
2764,78,0.27,34
2765,79,0.31,34
2766,80,0.23,34
2767,81,0.23,34
2768,82,0.3,34
2769,83,0.33,34
2770,84,0.29,34
2771,85,0.21,34
2772,86,0.25,34
2773,87,0.26,34
2774,88,0.31,34
2775,89,0.21,34
2776,90,0.25,34
2777,91,0.34,34
2778,92,0.19,34
2779,93,0.26,34
2780,94,0.29,34
2781,95,0.26,34
2782,96,0.2,34
2783,97,0.27,34
2784,98,0.29,34
2785,99,0.23,34
2786,17,0.26,35
2787,19,0.27,35
2788,20,0.25,35
2789,21,0.32,35
2790,22,0.15,35
2791,24,0.21,35
2792,25,0.25,35
2793,26,0.33,35
2794,27,0.29,35
2795,28,0.25,35
2796,29,0.25,35
2797,30,0.28,35
2798,31,0.26,35
2799,32,0.29,35
2800,33,0.24,35
2801,34,0.18,35
2802,35,0.38,35
2803,36,0.28,35
2804,37,0.25,35
2805,38,0.26,35
2806,39,0.27,35
2807,40,0.26,35
2808,41,0.3,35
2809,42,0.36,35
2810,43,0.31,35
2811,44,0.29,35
2812,45,0.2,35
2813,46,0.24,35
2814,47,0.25,35
2815,48,0.3,35
2816,49,0.31,35
2817,50,0.26,35
2818,51,0.23,35
2819,52,0.26,35
2820,53,0.26,35
2821,54,0.35,35
2822,55,0.3,35
2823,56,0.37,35
2824,57,0.31,35
2825,58,0.26,35
2826,59,0.25,35
2827,60,0.27,35
2828,61,0.22,35
2829,62,0.31,35
2830,63,0.33,35
2831,64,0.3,35
2832,65,0.22,35
2833,66,0.33,35
2834,67,0.26,35
2835,68,0.3,35
2836,69,0.21,35
2837,70,0.27,35
2838,71,0.31,35
2839,72,0.21,35
2840,73,0.33,35
2841,74,0.16,35
2842,75,0.15,35
2843,76,0.24,35
2844,77,0.23,35
2845,78,0.23,35
2846,79,0.32,35
2847,80,0.25,35
2848,81,0.27,35
2849,82,0.42,35
2850,83,0.3,35
2851,84,0.31,35
2852,85,0.28,35
2853,86,0.21,35
2854,87,0.23,35
2855,88,0.2,35
2856,89,0.31,35
2857,90,0.24,35
2858,91,0.22,35
2859,92,0.28,35
2860,93,0.2,35
2861,94,0.24,35
2862,95,0.27,35
2863,96,0.27,35
2864,97,0.3,35
2865,98,0.27,35
2866,99,0.24,35
2867,15,0.27,36
2868,19,0.24,36
2869,21,0.29,36
2870,22,0.28,36
2871,23,0.33,36
2872,24,0.31,36
2873,25,0.22,36
2874,26,0.29,36
2875,27,0.27,36
2876,28,0.32,36
2877,29,0.27,36
2878,30,0.16,36
2879,31,0.26,36
2880,32,0.29,36
2881,33,0.3,36
2882,34,0.24,36
2883,35,0.22,36
2884,36,0.27,36
2885,37,0.21,36
2886,38,0.21,36
2887,39,0.23,36
2888,40,0.24,36
2889,41,0.29,36
2890,42,0.19,36
2891,43,0.33,36
2892,44,0.24,36
2893,45,0.24,36
2894,46,0.32,36
2895,47,0.19,36
2896,48,0.32,36
2897,49,0.3,36
2898,50,0.28,36
2899,51,0.21,36
2900,52,0.27,36
2901,53,0.2,36
2902,54,0.3,36
2903,55,0.15,36
2904,56,0.3,36
2905,57,0.37,36
2906,58,0.34,36
2907,59,0.29,36
2908,60,0.2,36
2909,61,0.29,36
2910,62,0.36,36
2911,63,0.31,36
2912,64,0.22,36
2913,65,0.16,36
2914,66,0.26,36
2915,67,0.28,36
2916,68,0.16,36
2917,69,0.24,36
2918,70,0.24,36
2919,71,0.31,36
2920,72,0.27,36
2921,73,0.22,36
2922,74,0.26,36
2923,75,0.31,36
2924,76,0.2,36
2925,77,0.24,36
2926,78,0.33,36
2927,79,0.18,36
2928,80,0.27,36
2929,81,0.33,36
2930,82,0.24,36
2931,83,0.34,36
2932,84,0.32,36
2933,85,0.32,36
2934,86,0.33,36
2935,87,0.36,36
2936,88,0.26,36
2937,89,0.16,36
2938,90,0.22,36
2939,91,0.29,36
2940,92,0.29,36
2941,93,0.3,36
2942,94,0.36,36
2943,95,0.27,36
2944,96,0.28,36
2945,97,0.26,36
2946,98,0.21,36
2947,99,0.3,36
2948,13,0.28,37
2949,21,0.27,37
2950,23,0.3,37
2951,25,0.32,37
2952,26,0.24,37
2953,27,0.24,37
2954,28,0.28,37
2955,29,0.33,37
2956,30,0.29,37
2957,31,0.3,37
2958,32,0.37,37
2959,33,0.18,37
2960,34,0.43,37
2961,35,0.25,37
2962,36,0.32,37
2963,37,0.15,37
2964,38,0.29,37
2965,39,0.17,37
2966,40,0.35,37
2967,41,0.3,37
2968,42,0.35,37
2969,43,0.25,37
2970,44,0.33,37
2971,45,0.32,37
2972,46,0.36,37
2973,47,0.29,37
2974,48,0.27,37
2975,49,0.19,37
2976,50,0.3,37
2977,51,0.18,37
2978,52,0.18,37
2979,53,0.27,37
2980,54,0.25,37
2981,55,0.22,37
2982,56,0.25,37
2983,57,0.29,37
2984,58,0.22,37
2985,59,0.25,37
2986,60,0.25,37
2987,61,0.33,37
2988,62,0.32,37
2989,63,0.27,37
2990,64,0.3,37
2991,65,0.29,37
2992,66,0.32,37
2993,67,0.25,37
2994,68,0.31,37
2995,69,0.19,37
2996,70,0.37,37
2997,71,0.3,37
2998,72,0.21,37
2999,73,0.2,37
3000,74,0.27,37
3001,75,0.28,37
3002,76,0.29,37
3003,77,0.26,37
3004,78,0.3,37
3005,79,0.27,37
3006,80,0.2,37
3007,81,0.15,37
3008,82,0.23,37
3009,83,0.22,37
3010,84,0.3,37
3011,85,0.26,37
3012,86,0.2,37
3013,87,0.23,37
3014,88,0.25,37
3015,89,0.23,37
3016,90,0.27,37
3017,91,0.22,37
3018,92,0.26,37
3019,93,0.26,37
3020,94,0.25,37
3021,95,0.26,37
3022,96,0.2,37
3023,97,0.38,37
3024,98,0.32,37
3025,99,0.25,37
3026,18,0.28,38
3027,19,0.24,38
3028,21,0.26,38
3029,23,0.27,38
3030,24,0.26,38
3031,25,0.33,38
3032,26,0.32,38
3033,27,0.37,38
3034,28,0.24,38
3035,29,0.3,38
3036,30,0.23,38
3037,31,0.31,38
3038,32,0.24,38
3039,33,0.3,38
3040,34,0.3,38
3041,35,0.37,38
3042,36,0.33,38
3043,37,0.28,38
3044,38,0.27,38
3045,39,0.3,38
3046,40,0.2,38
3047,41,0.34,38
3048,42,0.24,38
3049,43,0.32,38
3050,44,0.34,38
3051,45,0.25,38
3052,46,0.2,38
3053,47,0.34,38
3054,48,0.24,38
3055,49,0.34,38
3056,50,0.25,38
3057,51,0.16,38
3058,52,0.24,38
3059,53,0.26,38
3060,54,0.2,38
3061,55,0.32,38
3062,56,0.3,38
3063,57,0.33,38
3064,58,0.31,38
3065,59,0.28,38
3066,60,0.22,38
3067,61,0.26,38
3068,62,0.25,38
3069,63,0.3,38
3070,64,0.21,38
3071,65,0.32,38
3072,66,0.27,38
3073,67,0.26,38
3074,68,0.24,38
3075,69,0.16,38
3076,70,0.31,38
3077,71,0.28,38
3078,72,0.31,38
3079,73,0.3,38
3080,74,0.21,38
3081,75,0.35,38
3082,76,0.18,38
3083,77,0.27,38
3084,78,0.23,38
3085,79,0.32,38
3086,80,0.25,38
3087,81,0.26,38
3088,82,0.3,38
3089,83,0.22,38
3090,84,0.37,38
3091,85,0.31,38
3092,86,0.26,38
3093,87,0.32,38
3094,88,0.25,38
3095,89,0.32,38
3096,90,0.14,38
3097,91,0.21,38
3098,92,0.27,38
3099,93,0.23,38
3100,94,0.33,38
3101,95,0.4,38
3102,96,0.19,38
3103,97,0.31,38
3104,98,0.26,38
3105,99,0.36,38
3106,18,0.26,39
3107,19,0.27,39
3108,20,0.22,39
3109,21,0.31,39
3110,22,0.17,39
3111,23,0.28,39
3112,24,0.25,39
3113,25,0.23,39
3114,26,0.17,39
3115,28,0.25,39
3116,29,0.3,39
3117,30,0.29,39
3118,31,0.31,39
3119,32,0.29,39
3120,33,0.26,39
3121,34,0.29,39
3122,35,0.33,39
3123,36,0.22,39
3124,37,0.28,39
3125,38,0.21,39
3126,39,0.29,39
3127,40,0.29,39
3128,41,0.17,39
3129,42,0.3,39
3130,43,0.21,39
3131,44,0.29,39
3132,45,0.17,39
3133,46,0.21,39
3134,47,0.32,39
3135,48,0.25,39
3136,49,0.31,39
3137,50,0.23,39
3138,51,0.27,39
3139,52,0.22,39
3140,53,0.3,39
3141,54,0.26,39
3142,55,0.22,39
3143,56,0.22,39
3144,57,0.32,39
3145,58,0.26,39
3146,59,0.35,39
3147,60,0.22,39
3148,61,0.29,39
3149,62,0.31,39
3150,63,0.28,39
3151,64,0.31,39
3152,65,0.22,39
3153,66,0.28,39
3154,67,0.22,39
3155,68,0.31,39
3156,69,0.24,39
3157,70,0.33,39
3158,71,0.21,39
3159,72,0.2,39
3160,73,0.32,39
3161,74,0.22,39
3162,75,0.24,39
3163,76,0.24,39
3164,77,0.19,39
3165,78,0.35,39
3166,79,0.17,39
3167,80,0.25,39
3168,81,0.28,39
3169,82,0.29,39
3170,83,0.3,39
3171,84,0.13,39
3172,85,0.31,39
3173,86,0.16,39
3174,87,0.25,39
3175,88,0.25,39
3176,89,0.3,39
3177,90,0.3,39
3178,91,0.33,39
3179,92,0.31,39
3180,93,0.19,39
3181,94,0.37,39
3182,95,0.33,39
3183,96,0.25,39
3184,97,0.28,39
3185,98,0.26,39
3186,99,0.22,39
3187,16,0.19,40
3188,17,0.29,40
3189,18,0.26,40
3190,19,0.18,40
3191,20,0.19,40
3192,21,0.26,40
3193,22,0.28,40
3194,23,0.15,40
3195,25,0.25,40
3196,26,0.26,40
3197,27,0.26,40
3198,28,0.31,40
3199,29,0.34,40
3200,30,0.35,40
3201,31,0.28,40
3202,32,0.2,40
3203,33,0.22,40
3204,34,0.14,40
3205,35,0.35,40
3206,36,0.31,40
3207,37,0.29,40
3208,38,0.28,40
3209,39,0.27,40
3210,40,0.18,40
3211,41,0.25,40
3212,42,0.32,40
3213,43,0.28,40
3214,44,0.3,40
3215,45,0.28,40
3216,46,0.23,40
3217,47,0.26,40
3218,48,0.2,40
3219,49,0.28,40
3220,50,0.24,40
3221,51,0.29,40
3222,52,0.24,40
3223,53,0.31,40
3224,54,0.23,40
3225,55,0.32,40
3226,56,0.27,40
3227,57,0.22,40
3228,58,0.24,40
3229,59,0.35,40
3230,60,0.26,40
3231,61,0.33,40
3232,62,0.3,40
3233,63,0.27,40
3234,64,0.32,40
3235,65,0.3,40
3236,66,0.16,40
3237,67,0.31,40
3238,68,0.24,40
3239,69,0.22,40
3240,70,0.23,40
3241,71,0.21,40
3242,72,0.2,40
3243,73,0.28,40
3244,74,0.3,40
3245,75,0.2,40
3246,76,0.26,40
3247,77,0.19,40
3248,78,0.14,40
3249,79,0.24,40
3250,80,0.21,40
3251,81,0.33,40
3252,82,0.24,40
3253,83,0.2,40
3254,84,0.27,40
3255,85,0.3,40
3256,86,0.17,40
3257,87,0.19,40
3258,88,0.33,40
3259,89,0.24,40
3260,90,0.26,40
3261,91,0.23,40
3262,92,0.26,40
3263,93,0.34,40
3264,94,0.23,40
3265,95,0.3,40
3266,96,0.18,40
3267,97,0.25,40
3268,98,0.35,40
3269,99,0.23,40
3270,13,0.17,41
3271,17,0.38,41
3272,19,0.31,41
3273,22,0.32,41
3274,23,0.23,41
3275,24,0.22,41
3276,25,0.22,41
3277,26,0.3,41
3278,27,0.28,41
3279,28,0.22,41
3280,29,0.17,41
3281,30,0.16,41
3282,31,0.26,41
3283,32,0.2,41
3284,33,0.24,41
3285,34,0.3,41
3286,35,0.28,41
3287,36,0.31,41
3288,37,0.22,41
3289,38,0.32,41
3290,39,0.29,41
3291,40,0.21,41
3292,41,0.27,41
3293,42,0.29,41
3294,43,0.33,41
3295,44,0.3,41
3296,45,0.21,41
3297,46,0.25,41
3298,47,0.31,41
3299,48,0.23,41
3300,49,0.24,41
3301,50,0.21,41
3302,51,0.28,41
3303,52,0.26,41
3304,53,0.29,41
3305,54,0.2,41
3306,55,0.3,41
3307,56,0.28,41
3308,57,0.36,41
3309,58,0.27,41
3310,59,0.32,41
3311,60,0.26,41
3312,61,0.27,41
3313,62,0.26,41
3314,63,0.29,41
3315,64,0.14,41
3316,65,0.22,41
3317,66,0.31,41
3318,67,0.33,41
3319,68,0.22,41
3320,69,0.27,41
3321,70,0.32,41
3322,71,0.25,41
3323,72,0.36,41
3324,73,0.28,41
3325,74,0.28,41
3326,75,0.27,41
3327,76,0.3,41
3328,77,0.22,41
3329,78,0.24,41
3330,79,0.24,41
3331,80,0.18,41
3332,81,0.23,41
3333,82,0.25,41
3334,83,0.28,41
3335,84,0.19,41
3336,85,0.3,41
3337,86,0.29,41
3338,87,0.28,41
3339,88,0.19,41
3340,89,0.24,41
3341,90,0.27,41
3342,91,0.28,41
3343,92,0.42,41
3344,93,0.26,41
3345,94,0.21,41
3346,95,0.28,41
3347,96,0.28,41
3348,97,0.28,41
3349,98,0.27,41
3350,99,0.28,41
3351,19,0.3,42
3352,22,0.23,42
3353,23,0.26,42
3354,24,0.23,42
3355,25,0.23,42
3356,26,0.31,42
3357,27,0.25,42
3358,28,0.4,42
3359,29,0.28,42
3360,30,0.14,42
3361,31,0.31,42
3362,32,0.17,42
3363,33,0.31,42
3364,34,0.23,42
3365,35,0.36,42
3366,36,0.32,42
3367,37,0.23,42
3368,38,0.34,42
3369,39,0.31,42
3370,40,0.32,42
3371,41,0.32,42
3372,42,0.26,42
3373,43,0.29,42
3374,44,0.3,42
3375,45,0.27,42
3376,46,0.3,42
3377,47,0.2,42
3378,48,0.27,42
3379,49,0.29,42
3380,50,0.32,42
3381,51,0.26,42
3382,52,0.19,42
3383,53,0.26,42
3384,54,0.13,42
3385,55,0.21,42
3386,56,0.28,42
3387,57,0.34,42
3388,58,0.23,42
3389,59,0.26,42
3390,60,0.22,42
3391,61,0.29,42
3392,62,0.26,42
3393,63,0.34,42
3394,64,0.21,42
3395,65,0.28,42
3396,66,0.19,42
3397,67,0.33,42
3398,68,0.28,42
3399,69,0.24,42
3400,70,0.24,42
3401,71,0.32,42
3402,72,0.25,42
3403,73,0.28,42
3404,74,0.24,42
3405,75,0.16,42
3406,76,0.25,42
3407,77,0.27,42
3408,78,0.26,42
3409,79,0.23,42
3410,80,0.26,42
3411,81,0.34,42
3412,82,0.22,42
3413,83,0.26,42
3414,84,0.19,42
3415,85,0.17,42
3416,86,0.25,42
3417,87,0.21,42
3418,88,0.16,42
3419,89,0.24,42
3420,90,0.34,42
3421,91,0.32,42
3422,92,0.22,42
3423,93,0.26,42
3424,94,0.28,42
3425,95,0.29,42
3426,96,0.37,42
3427,97,0.37,42
3428,98,0.24,42
3429,99,0.26,42
3430,16,0.31,43
3431,17,0.27,43
3432,18,0.26,43
3433,19,0.28,43
3434,20,0.32,43
3435,21,0.31,43
3436,22,0.25,43
3437,23,0.2,43
3438,24,0.33,43
3439,25,0.28,43
3440,26,0.21,43
3441,27,0.28,43
3442,28,0.22,43
3443,29,0.18,43
3444,30,0.21,43
3445,31,0.31,43
3446,32,0.31,43
3447,33,0.27,43
3448,34,0.22,43
3449,35,0.3,43
3450,36,0.31,43
3451,37,0.21,43
3452,38,0.27,43
3453,39,0.25,43
3454,40,0.27,43
3455,41,0.28,43
3456,42,0.32,43
3457,43,0.31,43
3458,44,0.2,43
3459,45,0.23,43
3460,46,0.26,43
3461,47,0.18,43
3462,48,0.17,43
3463,49,0.12,43
3464,50,0.22,43
3465,51,0.26,43
3466,52,0.35,43
3467,53,0.28,43
3468,54,0.32,43
3469,55,0.3,43
3470,56,0.26,43
3471,57,0.4,43
3472,58,0.29,43
3473,59,0.31,43
3474,60,0.23,43
3475,61,0.16,43
3476,62,0.31,43
3477,63,0.25,43
3478,64,0.29,43
3479,65,0.2,43
3480,66,0.28,43
3481,67,0.26,43
3482,68,0.19,43
3483,69,0.25,43
3484,70,0.28,43
3485,71,0.24,43
3486,72,0.19,43
3487,73,0.22,43
3488,74,0.3,43
3489,75,0.25,43
3490,76,0.28,43
3491,77,0.25,43
3492,78,0.29,43
3493,79,0.26,43
3494,80,0.25,43
3495,81,0.33,43
3496,82,0.27,43
3497,83,0.3,43
3498,84,0.38,43
3499,85,0.24,43
3500,86,0.25,43
3501,87,0.25,43
3502,88,0.31,43
3503,89,0.26,43
3504,90,0.35,43
3505,91,0.31,43
3506,92,0.29,43
3507,93,0.3,43
3508,94,0.31,43
3509,95,0.29,43
3510,96,0.21,43
3511,97,0.29,43
3512,98,0.36,43
3513,99,0.28,43
3514,16,0.3,44
3515,18,0.28,44
3516,19,0.29,44
3517,20,0.25,44
3518,21,0.27,44
3519,22,0.28,44
3520,23,0.34,44
3521,24,0.3,44
3522,25,0.23,44
3523,26,0.3,44
3524,27,0.29,44
3525,28,0.33,44
3526,29,0.29,44
3527,30,0.37,44
3528,31,0.33,44
3529,32,0.27,44
3530,33,0.23,44
3531,34,0.23,44
3532,35,0.34,44
3533,36,0.32,44
3534,37,0.21,44
3535,38,0.29,44
3536,39,0.3,44
3537,40,0.27,44
3538,41,0.24,44
3539,42,0.18,44
3540,43,0.32,44
3541,44,0.25,44
3542,45,0.23,44
3543,46,0.24,44
3544,47,0.23,44
3545,48,0.27,44
3546,49,0.23,44
3547,50,0.24,44
3548,51,0.26,44
3549,52,0.24,44
3550,53,0.28,44
3551,54,0.4,44
3552,55,0.28,44
3553,56,0.24,44
3554,57,0.34,44
3555,58,0.28,44
3556,59,0.28,44
3557,60,0.21,44
3558,61,0.22,44
3559,62,0.29,44
3560,63,0.21,44
3561,64,0.21,44
3562,65,0.27,44
3563,66,0.29,44
3564,67,0.28,44
3565,68,0.21,44
3566,69,0.29,44
3567,70,0.25,44
3568,71,0.3,44
3569,72,0.32,44
3570,73,0.24,44
3571,74,0.18,44
3572,75,0.33,44
3573,76,0.4,44
3574,77,0.19,44
3575,78,0.18,44
3576,79,0.26,44
3577,80,0.29,44
3578,81,0.19,44
3579,82,0.32,44
3580,83,0.32,44
3581,84,0.29,44
3582,85,0.28,44
3583,86,0.25,44
3584,87,0.4,44
3585,88,0.31,44
3586,89,0.19,44
3587,90,0.34,44
3588,91,0.32,44
3589,92,0.32,44
3590,93,0.36,44
3591,94,0.37,44
3592,95,0.27,44
3593,96,0.27,44
3594,97,0.23,44
3595,98,0.29,44
3596,99,0.3,44
3597,20,0.26,45
3598,23,0.28,45
3599,24,0.24,45
3600,25,0.21,45
3601,26,0.15,45
3602,27,0.17,45
3603,28,0.3,45
3604,29,0.23,45
3605,30,0.25,45
3606,31,0.32,45
3607,32,0.27,45
3608,33,0.2,45
3609,34,0.27,45
3610,35,0.29,45
3611,36,0.24,45
3612,37,0.22,45
3613,38,0.2,45
3614,39,0.25,45
3615,40,0.33,45
3616,41,0.31,45
3617,42,0.27,45
3618,43,0.26,45
3619,44,0.24,45
3620,45,0.21,45
3621,46,0.24,45
3622,47,0.37,45
3623,48,0.42,45
3624,49,0.26,45
3625,50,0.22,45
3626,51,0.23,45
3627,52,0.16,45
3628,53,0.21,45
3629,54,0.25,45
3630,55,0.29,45
3631,56,0.23,45
3632,57,0.32,45
3633,58,0.29,45
3634,59,0.31,45
3635,60,0.24,45
3636,61,0.21,45
3637,62,0.33,45
3638,63,0.33,45
3639,64,0.27,45
3640,65,0.29,45
3641,66,0.27,45
3642,67,0.32,45
3643,68,0.34,45
3644,69,0.33,45
3645,70,0.25,45
3646,71,0.27,45
3647,72,0.22,45
3648,73,0.24,45
3649,74,0.28,45
3650,75,0.3,45
3651,76,0.26,45
3652,77,0.34,45
3653,78,0.27,45
3654,79,0.25,45
3655,80,0.27,45
3656,81,0.3,45
3657,82,0.26,45
3658,83,0.25,45
3659,84,0.15,45
3660,85,0.29,45
3661,86,0.25,45
3662,87,0.16,45
3663,88,0.29,45
3664,89,0.28,45
3665,90,0.28,45
3666,91,0.24,45
3667,92,0.18,45
3668,93,0.32,45
3669,94,0.28,45
3670,95,0.29,45
3671,96,0.32,45
3672,97,0.24,45
3673,98,0.24,45
3674,99,0.17,45
3675,21,0.19,46
3676,22,0.26,46
3677,23,0.17,46
3678,24,0.32,46
3679,25,0.28,46
3680,26,0.3,46
3681,27,0.33,46
3682,28,0.34,46
3683,29,0.36,46
3684,30,0.39,46
3685,31,0.31,46
3686,32,0.15,46
3687,33,0.28,46
3688,34,0.18,46
3689,35,0.24,46
3690,36,0.24,46
3691,37,0.27,46
3692,38,0.25,46
3693,39,0.23,46
3694,40,0.19,46
3695,41,0.28,46
3696,42,0.21,46
3697,43,0.21,46
3698,44,0.33,46
3699,45,0.28,46
3700,46,0.31,46
3701,47,0.27,46
3702,48,0.21,46
3703,49,0.31,46
3704,50,0.26,46
3705,51,0.29,46
3706,52,0.3,46
3707,53,0.16,46
3708,54,0.26,46
3709,55,0.23,46
3710,56,0.21,46
3711,57,0.31,46
3712,58,0.27,46
3713,59,0.27,46
3714,60,0.31,46
3715,61,0.29,46
3716,62,0.25,46
3717,63,0.4,46
3718,64,0.24,46
3719,65,0.29,46
3720,66,0.21,46
3721,67,0.24,46
3722,68,0.34,46
3723,69,0.24,46
3724,70,0.31,46
3725,71,0.26,46
3726,72,0.35,46
3727,73,0.31,46
3728,74,0.23,46
3729,75,0.19,46
3730,76,0.32,46
3731,77,0.32,46
3732,78,0.31,46
3733,79,0.35,46
3734,80,0.37,46
3735,81,0.25,46
3736,82,0.3,46
3737,83,0.2,46
3738,84,0.24,46
3739,85,0.22,46
3740,86,0.27,46
3741,87,0.33,46
3742,88,0.16,46
3743,89,0.31,46
3744,90,0.25,46
3745,91,0.31,46
3746,92,0.2,46
3747,93,0.25,46
3748,94,0.29,46
3749,95,0.25,46
3750,96,0.22,46
3751,97,0.3,46
3752,98,0.27,46
3753,99,0.35,46
3754,16,0.26,47
3755,20,0.27,47
3756,22,0.29,47
3757,23,0.34,47
3758,24,0.19,47
3759,25,0.21,47
3760,26,0.29,47
3761,27,0.3,47
3762,28,0.27,47
3763,29,0.37,47
3764,30,0.31,47
3765,31,0.28,47
3766,32,0.3,47
3767,33,0.31,47
3768,34,0.28,47
3769,35,0.23,47
3770,36,0.22,47
3771,37,0.28,47
3772,38,0.27,47
3773,39,0.32,47
3774,40,0.26,47
3775,41,0.27,47
3776,42,0.19,47
3777,43,0.3,47
3778,44,0.34,47
3779,45,0.21,47
3780,46,0.22,47
3781,47,0.29,47
3782,48,0.35,47
3783,49,0.3,47
3784,50,0.17,47
3785,51,0.24,47
3786,52,0.33,47
3787,53,0.32,47
3788,54,0.26,47
3789,55,0.31,47
3790,56,0.31,47
3791,57,0.14,47
3792,58,0.27,47
3793,59,0.24,47
3794,60,0.22,47
3795,61,0.29,47
3796,62,0.21,47
3797,63,0.26,47
3798,64,0.31,47
3799,65,0.27,47
3800,66,0.3,47
3801,67,0.31,47
3802,68,0.39,47
3803,69,0.34,47
3804,70,0.28,47
3805,71,0.28,47
3806,72,0.23,47
3807,73,0.19,47
3808,74,0.18,47
3809,75,0.29,47
3810,76,0.29,47
3811,77,0.34,47
3812,78,0.28,47
3813,79,0.31,47
3814,80,0.27,47
3815,81,0.29,47
3816,82,0.33,47
3817,83,0.29,47
3818,84,0.37,47
3819,85,0.28,47
3820,86,0.23,47
3821,87,0.28,47
3822,88,0.21,47
3823,89,0.34,47
3824,90,0.3,47
3825,91,0.28,47
3826,92,0.37,47
3827,93,0.34,47
3828,94,0.28,47
3829,95,0.25,47
3830,96,0.28,47
3831,97,0.22,47
3832,98,0.2,47
3833,99,0.32,47
3834,15,0.24,48
3835,16,0.24,48
3836,19,0.16,48
3837,22,0.28,48
3838,23,0.27,48
3839,25,0.29,48
3840,26,0.23,48
3841,27,0.26,48
3842,28,0.22,48
3843,29,0.26,48
3844,30,0.21,48
3845,31,0.32,48
3846,32,0.36,48
3847,33,0.26,48
3848,34,0.17,48
3849,35,0.29,48
3850,36,0.27,48
3851,37,0.34,48
3852,38,0.25,48
3853,39,0.26,48
3854,40,0.27,48
3855,41,0.31,48
3856,42,0.27,48
3857,43,0.17,48
3858,44,0.16,48
3859,45,0.17,48
3860,46,0.3,48
3861,47,0.22,48
3862,48,0.3,48
3863,49,0.25,48
3864,50,0.19,48
3865,51,0.25,48
3866,52,0.26,48
3867,53,0.26,48
3868,54,0.27,48
3869,55,0.29,48
3870,56,0.24,48
3871,57,0.27,48
3872,58,0.28,48
3873,59,0.23,48
3874,60,0.28,48
3875,61,0.31,48
3876,62,0.32,48
3877,63,0.2,48
3878,64,0.34,48
3879,65,0.27,48
3880,66,0.3,48
3881,67,0.27,48
3882,68,0.3,48
3883,69,0.33,48
3884,70,0.2,48
3885,71,0.24,48
3886,72,0.27,48
3887,73,0.31,48
3888,74,0.27,48
3889,75,0.26,48
3890,76,0.24,48
3891,77,0.25,48
3892,78,0.32,48
3893,79,0.37,48
3894,80,0.31,48
3895,81,0.28,48
3896,82,0.19,48
